UserLanguage,Dem_age,Dem_gender,Dem_edu,Dem_edu_mom,Dem_employment,Country,Dem_Expat,Dem_state,Dem_maritalstatus,Dem_dependents,Dem_riskgroup,Dem_islolation,Dem_isolation_adults,Dem_isolation_kids,AD_gain,AD_loss,AD_check,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_SLON_1,Scale_SLON_2,Scale_SLON_3,OECD_people_1,OECD_people_2,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Trust_countrymeasure,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6
EN,20,Male,"College degree, bachelor, master",NA,Full time employed,India,no,Gujarat,Single,0,Not sure,Life carries on as usual,6,0,Program A,NA,Yes,3,3,3,4,4,3,3,2,3,3,1,1,1,5,5,9,9,9,8,10,10,6,6,6,5,6,9,6,6,6,1,6,2
EN,28,Male,"College degree, bachelor, master",College degree,Full time employed,United Kingdom,no,london,Single,0,Yes,Isolated,0,0,NA,Program C,Not sure,3,3,4,3,3,3,3,2,4,2,5,5,5,5,7,7,7,7,8,9,6,2,4,3,4,6,4,5,5,5,4,3,2
EN,38,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Croatia,no,NA,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,Program A,NA,No,3,3,4,4,2,3,3,3,3,3,4,3,3,5,7,3,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,2,3
EN,31,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Portugal,no,Lisbon,Married/cohabiting,0,Yes,Isolated,3,0,Program A,NA,No,2,2,2,4,5,1,4,4,2,2,2,1,3,7,8,8,8,6,8,7,8,3,6,3,6,6,7,6,6,6,5,4,3
EN,56,Female,PhD/Doctorate,Some College or equivalent,Not employed,United States,no,Il,Divorced/widowed,0,Yes,NA,1,0,Program A,NA,Yes,3,4,3,3,2,4,3,2,4,4,5,3,4,3,3,1,1,1,1,0,3,4,NA,4,2,3,4,4,3,5,2,2,3
EN,29,Male,PhD/Doctorate,College degree,Full time employed,Ireland,no,Galway,Married/cohabiting,0,No,Isolated,3,0,NA,Program D,Yes,1,5,3,5,5,1,5,4,1,1,1,2,3,8,10,7,6,6,6,8,7,3,5,2,6,6,5,5,4,5,2,4,1
EN,36,Female,"College degree, bachelor, master",PhD/Doctorate,Full time employed,Bulgaria,no,Sofia city,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,Program B,NA,Not sure,3,2,2,5,3,2,NA,3,4,1,1,1,1,5,9,1,1,1,1,NA,1,1,6,5,4,4,5,5,6,5,3,3,1
EN,29,Female,"College degree, bachelor, master",College degree,Not employed,United Kingdom,yes,NA,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program D,Yes,3,4,4,1,2,3,3,1,4,2,2,5,4,8,9,3,5,5,7,9,7,3,5,3,6,6,5,6,5,5,2,3,4
EN,28,Male,PhD/Doctorate,PhD/Doctorate,Self-employed,Turkey,no,Turkey,Married/cohabiting,1,Yes,Life carries on with minor changes,NA,NA,NA,Program D,Yes,4,2,4,4,3,2,4,4,3,2,2,2,4,4,7,2,3,2,4,1,4,1,6,2,5,5,4,5,4,5,1,3,4
EN,43,Female,"College degree, bachelor, master",College degree,Full time employed,United States,yes,New York,Single,0,Yes,Life carries on with minor changes,0,0,Program A,NA,No,3,2,4,4,4,2,3,4,3,3,2,2,1,4,8,1,3,3,3,4,2,5,6,5,5,5,1,5,6,6,1,3,4
EN,39,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Tunisia,yes,NA,Other or would rather not say,NA,Yes,Isolated,0,0,Program A,NA,Yes,3,3,3,4,3,4,4,4,2,2,3,2,3,6,7,5,5,5,4,3,7,5,5,5,5,5,5,4,4,4,2,2,4
EN,45,Female,PhD/Doctorate,Some College or equivalent,Full time employed,Belgium,yes,Belgium,Single,0,Not sure,Life carries on with minor changes,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,46,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Norway,no,Agder,Divorced/widowed,0,Yes,Isolated,1,0,Program A,NA,No,3,4,5,3,2,3,3,1,5,3,3,1,4,1,2,2,2,2,1,9,5,6,6,6,6,6,0,6,6,6,2,2,5
EN,31,Male,"Some College, short continuing education or equivalent",College degree,Self-employed,United Kingdom,no,london,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program C,No,3,5,3,5,3,3,4,5,2,3,1,1,2,7,10,1,7,7,8,4,4,4,4,4,4,4,8,5,4,4,2,5,2
EN,40,Male,"College degree, bachelor, master",College degree,Part time employed,United Kingdom,yes,Surrey,Married/cohabiting,0,No,Life carries on with minor changes,NA,NA,NA,Program D,No,4,3,3,4,3,2,3,3,4,3,1,1,1,6,9,0,2,4,8,7,2,6,6,6,5,6,2,5,5,5,4,4,2
EN,46,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United States,no,Michigan,Divorced/widowed,0,Yes,Isolated,0,0,NA,Program D,No,2,3,3,4,3,3,4,3,3,2,5,5,5,5,9,4,5,6,7,10,3,4,4,4,4,4,1,5,5,5,4,3,2
EN,44,Other/would rather not say,"Some College, short continuing education or equivalent",Up to 12 years of school,Part time employed,United States,no,colorado,Single,0,Yes,Isolated,0,0,NA,Program C,No,2,2,3,3,1,4,3,2,3,3,5,4,4,2,10,NA,3,NA,NA,5,NA,6,6,6,6,6,0,6,5,5,1,1,4
EN,20,Male,Up to 12 years of school,Up to 12 years of school,Not employed,Austria,no,NA,Married/cohabiting,0,Yes,Isolated,2,0,NA,Program D,No,2,1,2,5,4,1,4,4,2,2,4,3,4,4,8,4,4,6,10,7,8,3,5,5,5,5,4,6,5,3,2,2,1
EN,23,Female,"College degree, bachelor, master",College degree,Student,Canada,no,Ontario,Single,0,No,Life carries on with minor changes,4,0,NA,Program C,No,3,4,5,3,2,5,3,2,2,4,1,2,3,4,8,3,4,5,6,8,6,6,6,5,5,5,6,6,6,6,2,2,4
EN,39,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,NA,Married/cohabiting,2,No,Life carries on with minor changes,2,2,Program A,NA,Not sure,2,2,3,4,2,3,4,3,2,2,2,2,3,7,5,6,6,6,6,5,5,5,5,5,5,5,7,5,5,5,3,4,5
EN,19,Male,"Some College, short continuing education or equivalent",College degree,Student,United States,no,California,Single,0,Yes,Isolated,3,0,Program B,NA,No,3,2,3,4,4,3,4,4,2,3,3,2,4,8,10,2,3,8,3,7,4,2,4,3,6,6,0,6,3,2,4,3,1
EN,34,Male,PhD/Doctorate,Some College or equivalent,Full time employed,United States,no,Oregon,Single,0,Yes,Isolated,1,0,Program A,NA,No,2,3,4,4,4,2,5,3,3,2,3,2,4,7,8,6,7,8,7,9,4,4,5,5,6,6,1,5,5,5,2,5,2
EN,28,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,yes,London,Married/cohabiting,0,No,Life carries on with minor changes,3,0,NA,Program D,No,2,2,1,4,4,1,2,4,3,1,2,1,2,7,9,8,7,8,7,8,7,3,4,5,6,6,5,6,3,3,2,3,3
EN,21,Female,"Some College, short continuing education or equivalent",College degree,Student,India,no,Kerala,Single,3,Yes,Life carries on with minor changes,3,0,Program A,NA,Yes,3,5,4,3,2,5,4,2,3,5,4,4,4,4,6,7,6,7,8,9,9,5,6,6,6,5,7,6,6,5,5,5,4
EN,24,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Taiwan,no,<U+53F0><U+5317><U+5E02>,Married/cohabiting,0,Yes,Life carries on as usual,NA,NA,NA,Program D,Yes,4,4,4,4,2,5,4,2,3,4,1,2,2,7,8,7,7,7,10,0,10,3,6,4,6,6,5,6,5,5,2,3,1
EN,34,Male,PhD/Doctorate,Up to 12 years of school,Full time employed,Netherlands,yes,NA,Single,1,No,Isolated,0,0,Program B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,28,Male,"College degree, bachelor, master",College degree,Full time employed,Pakistan,yes,Gb,Single,5,No,Isolated,2,0,NA,Program C,Yes,3,5,3,2,NA,2,3,NA,2,1,2,NA,3,10,10,6,10,7,7,6,7,2,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA
EN,29,Female,"Some College, short continuing education or equivalent",College degree,Full time employed,United States,no,Oklahoma,Single,1,Yes,Isolated,0,1,NA,Program D,No,3,4,4,3,3,3,3,3,3,3,3,3,3,5,10,0,5,5,2,6,0,6,6,6,6,6,0,6,6,6,3,1,2
EN,47,Female,PhD/Doctorate,College degree,Full time employed,Lithuania,no,NA,Divorced/widowed,2,Yes,Isolated,0,1,Program A,NA,No,3,3,3,3,3,3,4,3,3,3,5,3,3,5,7,0,8,6,5,8,1,5,5,5,6,6,1,6,5,6,1,4,2
EN,29,Female,"College degree, bachelor, master",College degree,Full time employed,Azerbaijan,no,Baku,Married/cohabiting,2,No,Life carries on with minor changes,2,0,Program A,NA,No,4,5,3,1,3,3,3,4,5,4,3,3,4,3,5,7,6,7,4,7,9,2,2,2,5,5,5,5,5,5,5,5,5
EN,55,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,United States,no,Virginia,Married/cohabiting,4,Yes,Life carries on with minor changes,0,0,NA,Program C,Not sure,3,3,4,2,3,3,3,3,4,2,1,2,3,7,9,4,7,7,7,NA,7,6,6,6,6,6,3,4,5,5,1,1,5
EN,28,Female,"College degree, bachelor, master",PhD/Doctorate,Self-employed,United Kingdom,yes,London,Single,0,Yes,Isolated,0,0,NA,Program C,No,2,2,3,4,4,1,3,4,3,2,1,3,2,7,8,2,5,5,7,10,5,1,3,2,5,6,2,6,5,5,1,3,4
EN,33,Female,PhD/Doctorate,PhD/Doctorate,Not employed,Germany,yes,NA,Married/cohabiting,2,Yes,Isolated,1,2,Program A,NA,No,4,3,4,4,3,4,4,3,3,2,4,4,4,6,8,8,9,9,9,9,8,4,5,5,5,6,4,4,6,4,6,4,5
EN,53,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Sweden,no,Västra Götaland,Married/cohabiting,0,Not sure,Life carries on as usual,1,0,NA,Program D,No,2,1,1,5,1,1,5,5,2,1,1,1,1,7,10,9,10,8,9,9,9,4,4,3,3,4,8,6,5,5,3,5,1
EN,25,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,Wisconsin,Single,0,No,Life carries on with minor changes,0,0,Program A,NA,Yes,2,1,3,3,1,1,3,3,2,1,3,2,2,5,5,2,3,4,3,7,0,4,6,4,4,4,0,5,5,5,1,2,4
EN,34,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,IL,Single,0,Yes,Isolated,0,0,Program A,NA,No,3,5,5,3,2,3,3,2,4,5,4,3,3,2,5,1,0,5,0,9,0,5,6,5,5,5,0,5,5,5,2,2,4
EN,29,Male,"College degree, bachelor, master",College degree,Part time employed,United States,no,New York,Single,0,No,Life carries on with minor changes,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,28,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Czech Republic,no,Prague,Married/cohabiting,0,Yes,Isolated,1,0,Program B,NA,No,1,2,5,1,3,1,4,3,2,1,2,3,4,7,7,3,6,6,7,3,3,3,5,3,5,6,5,6,6,5,2,4,1
EN,31,Male,PhD/Doctorate,College degree,Full time employed,United States,no,NY,Single,0,Yes,Isolated,1,0,NA,Program D,No,3,5,5,3,3,3,3,3,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,44,Female,"Some College, short continuing education or equivalent",College degree,Not employed,United Arab Emirates,yes,"British Columbia, Canada",Married/cohabiting,3,Yes,Isolated,1,3,Program B,NA,Yes,3,3,4,5,3,2,3,3,3,3,2,3,3,7,7,6,6,7,8,8,8,6,NA,6,6,6,5,5,5,5,2,4,4
EN,39,Female,"College degree, bachelor, master",College degree,Part time employed,Philippines,no,NA,Other or would rather not say,2,Yes,Life carries on with minor changes,4,3,NA,Program C,No,3,3,4,3,4,3,3,4,3,3,4,3,3,7,8,1,8,5,7,5,2,5,5,5,5,5,2,5,5,5,2,4,2
EN,36,Female,"College degree, bachelor, master",College degree,Full time employed,Serbia,no,Serbia,Married/cohabiting,NA,Not sure,Life carries on with minor changes,1,0,NA,Program D,No,3,5,4,3,2,3,3,1,4,2,1,2,3,5,9,3,3,3,3,5,4,6,6,6,4,5,3,4,6,6,2,2,6
EN,43,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,Kaunas,Married/cohabiting,0,Yes,Life carries on with minor changes,0,0,NA,Program C,No,3,2,4,5,4,2,4,4,2,2,2,2,3,5,8,8,8,9,9,5,10,5,6,5,6,6,5,5,6,6,2,4,3
EN,18,Male,Up to 12 years of school,College degree,Not employed,France,no,NA,Single,0,Yes,Isolated,4,0,Program A,NA,Not sure,1,4,4,3,2,3,4,3,5,3,5,4,5,8,6,6,5,6,6,8,6,2,4,3,5,6,5,5,4,3,4,2,2
EN,50,Female,"College degree, bachelor, master",PhD/Doctorate,Full time employed,Lithuania,no,KAUNAS,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,Not sure,3,2,3,3,3,2,3,3,2,3,3,2,4,6,9,5,5,6,8,8,8,6,6,6,6,6,4,5,6,6,2,2,2
EN,25,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,New York,Single,0,Yes,Isolated,1,0,NA,Program D,No,3,4,4,3,3,4,3,4,4,2,3,2,5,5,8,2,4,6,6,8,4,4,6,4,5,5,2,5,5,6,1,3,4
EN,36,Female,PhD/Doctorate,College degree,Full time employed,United Kingdom,yes,NA,Married/cohabiting,2,No,Isolated,1,2,NA,Program C,No,5,3,5,3,2,4,3,2,4,3,3,3,4,5,7,7,8,6,8,10,8,3,5,3,6,5,5,6,5,5,3,2,2
EN,30,Female,PhD/Doctorate,College degree,Student,United States,yes,Massachusetts,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,3,3,5,3,2,3,3,3,2,3,1,1,1,4,7,NA,3,NA,4,4,NA,6,6,6,6,6,0,6,6,6,1,4,3
EN,27,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Turkey,no,Istanbul,Single,0,Yes,Isolated,1,0,Program B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,44,Female,"College degree, bachelor, master",College degree,Full time employed,Switzerland,yes,NA,Divorced/widowed,2,No,Life carries on with minor changes,0,0,NA,Program D,No,3,2,2,5,3,2,3,4,3,2,3,1,3,3,6,7,7,7,7,5,7,5,5,5,6,5,6,5,4,4,4,4,2
EN,58,Female,PhD/Doctorate,College degree,Full time employed,Turkey,no,Izmir,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,Not sure,3,4,4,4,3,3,5,2,4,3,1,1,5,4,8,5,6,8,8,8,9,6,6,6,6,6,7,6,6,6,1,5,2
EN,55,Male,"College degree, bachelor, master",College degree,Full time employed,Sweden,no,NA,Divorced/widowed,2,No,Life carries on as usual,0,0,NA,Program D,No,2,1,2,5,5,1,5,4,3,1,2,1,2,8,8,10,10,10,10,9,10,5,5,6,5,5,5,6,5,5,1,5,1
EN,25,Female,"College degree, bachelor, master",Up to 9 years of school,Student,Turkey,no,Turkey/Sakarya,Single,4,Yes,Isolated,1,0,NA,NA,NA,3,3,4,3,2,2,3,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,52,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Self-employed,Sweden,no,Gothenburg,Married/cohabiting,2,Yes,Life carries on with minor changes,3,2,NA,Program C,No,2,1,2,4,4,2,5,4,2,1,2,2,1,6,8,8,9,7,7,8,7,3,5,3,5,6,3,5,5,3,4,3,4
EN,39,Male,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,NA,Divorced/widowed,0,Not sure,Life carries on with minor changes,NA,NA,Program A,NA,No,1,1,1,NA,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,55,Female,"College degree, bachelor, master",Some College or equivalent,Retired,Sweden,no,Sweden,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program B,NA,No,1,3,3,5,3,1,2,3,1,2,2,2,3,8,10,7,8,8,5,7,10,4,5,5,5,5,5,6,6,6,3,5,2
EN,44,Female,PhD/Doctorate,Some College or equivalent,Full time employed,United States,no,Michigan,Married/cohabiting,2,Yes,Life carries on with minor changes,1,2,NA,Program C,No,1,2,4,5,4,3,2,3,2,3,2,3,4,7,9,8,9,8,9,9,9,5,5,5,6,6,2,6,6,5,2,3,4
EN,33,Female,"College degree, bachelor, master",College degree,Full time employed,Belgium,yes,Bruxelles,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program D,No,1,2,2,4,3,3,4,4,2,1,2,2,2,6,8,4,5,3,8,5,6,4,5,4,6,6,5,5,3,5,2,5,3
EN,22,Male,"Some College, short continuing education or equivalent",College degree,Student,Vietnam,no,Hanoi,Single,0,No,Isolated,4,0,NA,Program D,No,3,3,2,4,3,2,4,2,3,3,1,1,4,4,9,8,9,7,10,7,10,6,6,5,6,5,7,6,5,5,1,4,1
EN,27,Female,"Some College, short continuing education or equivalent",College degree,Full time employed,United States,no,Oklahoma,Married/cohabiting,0,Yes,Isolated,0,0,NA,Program C,Not sure,3,4,4,4,2,3,3,3,4,3,5,2,5,2,6,2,7,5,6,6,3,4,6,4,5,5,4,5,4,5,2,1,2
EN,26,Female,PhD/Doctorate,College degree,Part time employed,United States,yes,Pennsylvania,Married/cohabiting,0,No,Life carries on with minor changes,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,24,Male,"College degree, bachelor, master",Up to 12 years of school,Student,Slovakia,no,Banskobystrický kraj,Single,0,Yes,Life carries on as usual,5,0,NA,NA,NA,5,3,3,2,2,5,2,3,2,2,5,2,1,10,10,10,10,10,10,10,5,6,6,6,6,6,5,3,3,2,4,2,4
EN,26,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Colombia,yes,Bogota,Single,0,Yes,Isolated,2,0,NA,Program D,No,2,2,2,5,3,2,5,3,4,2,5,2,3,5,8,3,3,3,4,5,8,5,6,4,5,6,8,5,6,6,3,4,3
EN,28,Male,"College degree, bachelor, master",College degree,Not employed,France,no,Ile-de-France,Single,0,Yes,Isolated,0,0,Program A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,38,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,vilnius,Married/cohabiting,1,Not sure,Isolated,1,1,Program A,NA,No,4,5,5,3,3,5,4,3,3,3,3,5,4,6,8,6,7,7,8,9,7,4,5,4,4,4,7,NA,NA,NA,NA,NA,NA
EN,77,Female,PhD/Doctorate,Up to 6 years of school,Retired,United States,no,Washington,Divorced/widowed,0,Yes,Isolated,0,0,NA,Program D,No,2,2,3,4,3,1,5,3,2,2,5,4,5,8,9,1,7,1,3,9,2,5,5,5,5,6,1,5,4,5,6,4,3
EN,31,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Sweden,no,Västra Götaland,Married/cohabiting,2,No,Isolated,1,2,Program B,NA,No,3,1,2,4,4,1,3,2,2,1,3,2,2,5,9,8,8,7,8,4,10,4,4,4,4,5,8,6,6,6,2,5,1
EN,57,Male,"Some College, short continuing education or equivalent",None,Full time employed,South Africa,no,Western Cape,Married/cohabiting,0,Yes,Isolated,NA,0,Program A,NA,Not sure,3,2,4,5,3,3,4,3,3,2,3,4,5,7,10,2,2,2,1,7,10,1,1,1,5,6,5,6,6,6,3,6,1
EN,39,Female,"Some College, short continuing education or equivalent",College degree,Full time employed,United States,no,Minnesota,Married/cohabiting,3,Yes,Life carries on with minor changes,1,3,NA,Program D,No,2,1,3,3,4,3,3,2,3,2,2,3,3,7,9,5,7,7,7,9,2,2,3,3,5,5,2,5,5,5,2,5,1
EN,25,Female,"College degree, bachelor, master",College degree,Student,Italy,yes,Lombardia,Single,0,No,Isolated,2,0,NA,Program D,Yes,3,4,4,2,2,3,3,2,3,2,4,2,4,6,5,8,8,8,9,4,8,3,3,3,5,4,7,5,6,5,3,3,4
EN,74,Female,"College degree, bachelor, master",Some College or equivalent,Self-employed,Lithuania,yes,NA,Divorced/widowed,0,Yes,Isolated,1,0,Program A,NA,No,3,3,4,4,3,4,3,3,2,2,5,NA,5,7,8,4,5,3,4,9,6,6,6,6,6,6,4,4,5,5,1,4,1
EN,44,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,yes,Cambridgeshire,Divorced/widowed,0,Yes,Isolated,0,0,Program B,NA,No,3,4,3,4,3,2,4,3,2,2,2,2,4,4,8,3,5,5,9,9,3,3,3,3,5,5,3,5,5,5,2,2,2
EN,26,Female,"College degree, bachelor, master",College degree,Student,Pakistan,no,Khyber Pakhtunkhawa,Single,0,No,Life carries on with minor changes,5,0,NA,Program D,Not sure,4,4,4,3,3,3,3,3,4,3,3,3,3,7,6,4,5,4,7,8,7,5,5,5,6,5,5,6,5,5,2,3,1
EN,21,Female,"College degree, bachelor, master",Some College or equivalent,Student,Canada,no,Alberta,Single,0,Yes,Isolated,1,0,NA,Program D,No,5,5,5,3,3,3,3,4,5,3,4,4,4,5,9,5,7,7,9,7,6,4,6,5,6,6,4,5,6,6,5,4,2
EN,57,Female,"College degree, bachelor, master",Some College or equivalent,Part time employed,United Kingdom,no,Hertfordshire,Married/cohabiting,1,No,Life carries on with minor changes,NA,NA,Program A,NA,No,1,2,2,4,3,1,4,4,3,1,3,3,3,6,9,3,8,8,8,8,4,4,5,5,6,6,2,NA,NA,NA,NA,NA,NA
EN,65,Male,"Some College, short continuing education or equivalent",Up to 9 years of school,Self-employed,France,yes,Loir et Cher,Other or would rather not say,2,No,Life carries on with minor changes,0,0,Program B,NA,Not sure,2,3,3,4,3,4,3,3,1,1,3,1,2,2,3,7,8,6,9,9,7,6,6,6,6,6,5,6,6,5,3,3,4
EN,40,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,Oregon,Married/cohabiting,0,No,Isolated,1,0,Program A,NA,No,2,2,4,4,4,3,4,3,3,2,3,2,5,6,7,NA,NA,3,3,NA,NA,5,6,6,5,6,0,5,5,5,2,3,5
EN,48,Female,"College degree, bachelor, master",Some College or equivalent,Not employed,United States,no,Florida,Divorced/widowed,3,Yes,Isolated,0,1,NA,Program D,No,2,2,2,4,4,2,4,4,2,2,2,2,2,6,8,4,6,5,7,7,2,4,4,4,5,5,1,6,5,5,2,2,4
EN,52,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,California,Single,0,Yes,Isolated,0,0,NA,Program D,No,1,3,2,5,4,2,4,4,3,1,1,1,3,3,5,3,7,7,7,7,5,5,6,5,5,5,3,5,6,6,1,2,5
EN,39,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Student,Canada,no,Ontario,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,NA,Program C,No,2,3,4,3,3,3,4,3,3,2,4,3,4,6,8,8,2,8,9,4,7,5,6,5,6,4,3,5,5,6,4,2,4
EN,59,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,United States,no,Minnesota,Married/cohabiting,0,Yes,Isolated,1,0,NA,NA,NA,2,3,3,4,2,2,3,3,3,3,2,3,3,8,7,7,7,7,7,5,7,5,5,5,5,5,5,6,6,6,5,2,1
EN,28,Female,"College degree, bachelor, master",College degree,Full time employed,South Africa,no,Mpumalanga,Single,0,Yes,Isolated,4,0,Program A,NA,Yes,3,2,5,2,4,4,3,3,4,3,3,4,5,2,3,0,0,NA,3,3,3,5,6,5,NA,6,4,5,6,6,2,1,6
EN,28,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,NY,Single,0,No,Isolated,0,0,NA,NA,NA,2,2,5,5,3,2,4,4,2,2,3,3,5,4,7,1,7,5,1,7,2,5,5,5,5,5,2,6,5,4,3,1,1
EN,37,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Full time employed,United States,no,Oklahoma,Married/cohabiting,1,Yes,Isolated,1,0,NA,Program C,No,2,4,3,5,5,1,2,5,3,1,1,1,1,4,9,2,2,5,2,5,0,3,4,5,6,6,0,6,6,6,1,1,6
EN,31,Female,"College degree, bachelor, master",Up to 12 years of school,Student,United States,no,Pennsylvania,Single,0,Yes,Isolated,0,0,Program A,NA,Not sure,2,4,5,3,2,4,4,2,3,4,4,2,5,2,3,1,2,2,1,3,NA,5,6,5,6,6,0,5,5,5,4,4,4
EN,27,Female,"College degree, bachelor, master",PhD/Doctorate,Self-employed,United Kingdom,yes,NA,Married/cohabiting,4,Yes,Life carries on with minor changes,1,3,Program A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,21,Female,"College degree, bachelor, master",College degree,Student,Poland,yes,Warsaw,Single,0,No,Isolated,2,0,NA,Program C,Yes,3,3,2,5,4,3,3,4,3,1,3,3,3,1,3,5,5,4,6,3,5,5,6,5,6,5,5,NA,NA,NA,NA,NA,NA
EN,19,Male,Up to 12 years of school,College degree,Student,India,no,Madhya Pradesh,Single,0,Not sure,Life carries on with minor changes,2,1,Program A,NA,No,2,2,3,4,3,4,4,3,3,2,4,1,2,7,4,5,5,8,7,7,9,5,5,5,5,5,5,6,6,6,2,1,1
EN,23,Female,"College degree, bachelor, master",College degree,Student,Switzerland,yes,Geneva,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program C,No,3,1,4,1,1,1,2,3,3,1,1,1,1,4,7,5,5,5,5,3,4,1,6,2,2,1,3,5,4,5,1,2,5
EN,44,Male,PhD/Doctorate,Some College or equivalent,Full time employed,United States,no,Mississippi,Married/cohabiting,2,Yes,Life carries on with minor changes,2,1,Program A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,24,Female,"College degree, bachelor, master",Up to 12 years of school,Student,United States,no,California,Married/cohabiting,0,Yes,Isolated,3,2,NA,Program D,No,4,3,5,2,1,4,3,2,5,4,3,3,4,2,7,4,5,4,5,8,4,5,6,6,6,5,3,5,5,5,4,2,1
